Video ID,Title,SOALAS Count,LAS Count,Applewood Count,Transcript?
hSg7OFHr1zo,Did I overreact eating the eyeball? #shorts,0,0,0,Yes
_ndG_gpa3so,Pizza Wings #shorts,0,0,0,Yes
0Bngto6HLh0,Beefsteak 🍅 #shorts,0,0,0,No
9FpA4sHH-BA,The best way to cook a tomato #shorts,0,0,0,Yes
fnXL_svhMoQ,Lamb & Peaches for Snoop Dogg #shorts,0,0,0,No
UKKxynoBO_w,Steak Battles: Max vs. Texas Roadhouse #shorts,0,0,0,Yes
sigPLhr_zFk,Dry Aged Wagyu Burger #shorts,0,0,0,Yes
bv_mX6fbb38,Steak & Oysters #shorts,0,0,0,No
KsQeQ1nJOP4,Next Level Rib Corndogs #shorts,0,1,1,Yes
EbxQnE0d5Lc,Best “it’s raw” comment wins #shorts,0,0,0,Yes
A3Tqm5k1IA4,Teriyaki WAGYU Burnt Ends #shorts,0,0,0,No
kUXXjApmS-E,Butter Basted Steak Tutorial #shorts,0,0,0,No
xPl9Qf7UGWM,Vegan sister makes tuna #shorts,0,0,0,No
PWrP6XwudJM,Watermelon tuna #shorts,0,0,0,No
JU7q3vcEeM0,something's fishy #shorts,0,0,0,No
4UwJhzIKbLw,Filet & Caprese #shorts,0,0,0,Yes
VtPsXzlzVNM,Black Truffle & Cognac Wagyu Ribeye #shorts,0,0,0,Yes
zQyaFzqnoJQ,Beef Bacon Steak #shorts,0,0,0,Yes
rBQFGw8li4c,How to make smoked watermelon taste good #shorts,0,0,0,No
bG98sWNFymA,Never wrap with tinfoil... #shorts,0,0,0,No
-Qp7n1It40c,Most Expensive Beef Jerky? #shorts,0,0,0,Yes
biZupXfvcYM,Prime Rib: Beef Bacon X Blue Cheese #shorts,1,1,1,Yes
l07-1bHwBp4,Beef Bacon Burnt Ends #shorts,0,1,1,Yes
YDTANv-7k7g,60 Day Dry Aged Picanha (Covered in frosting?) #shorts,0,0,0,Yes
K-jGQmngQEQ,Black Truffle Dry Brined Wagyu #shorts,0,0,0,Yes
bwaM4sQS1Ek,Trimming a Dry Aged Brisket #shorts,0,0,0,Yes
rrhB85u122o,The Steak Review: The Outback #shorts,0,0,0,Yes
IGwWbYE9cFs,Forbidden Dorito #shorts,0,0,0,No
W-x_iacztuQ,4th of July STEAK CAKE (& firework show) #shorts,0,1,1,Yes
XDL4e4969G8,Steak Battles: Max vs. The Outback #shorts,0,0,0,No
R86b_OuBXDk,Onion Volcano #shorts,0,0,0,Yes
6bCZhAKORW8,Chili Garlic Butter Oysters #shorts,0,0,0,No
8x5fkS2xECU,Dry Aged Sea Bass Sashimi #shorts,0,0,0,Yes
UUOuTXn2REI,Bulgogi Beef Fried Rice #shorts,0,0,0,Yes
XqQ6mqKajj0,Catch & Cook: Black Sea Bass CEVICHE #shorts,0,0,0,Yes
np_6Bt59Y80,Watermelon & Mustard: SHOCKING Results #shorts,0,0,0,No
3imf3xPNh4g,Car Cooking: Wagyu A5 at Taco Bell #shorts,0,0,0,Yes
ibF94yHR2Ug,TikTok said my meat looked dry #shorts,0,0,0,No
eiM8zDAH8dw,The Surf & Turf Crayfish #shorts,0,0,1,Yes
WaJW8Cvnr6g,5 Spice Ribs #shorts,0,1,1,Yes
i7gA9w-Cxa0,How much meat do I eat? #shorts,0,0,0,Yes
-b_PbTMbwF0,The 50 Day Dry Aged Brisket Sandwich #shorts,0,0,0,No
jlQYv3hM0uQ,Whiskey Aged Steak #shorts,0,0,0,Yes
04ECZ_Ohfi4,Steak School: Beef Tenderloin #shorts,0,0,0,Yes
hIOb9b-xspc,Duck & A Story #shorts,0,0,0,Yes
40FdljGsWOg,Wine Aged Ribeye #shorts,0,0,0,Yes
S8EzdS4nE0w,Honey Mustard Ribs #shorts,0,1,1,Yes
H89U4ZZAQ5U,Candied Bacon X Bourbon Ribs #shorts,0,1,1,Yes
DvnZ4ch99PY,Dry Aged Duck #shorts,0,0,0,Yes
EJh7o5AzqGU,All Aboard the Twisted Bacon Train #shorts,0,1,1,Yes
XUW85TmLNJc,The Meat CHESS BOARD #shorts,1,1,1,Yes
A24cBt35kLA,Duck CONFIT (date night food) #shorts,0,0,0,Yes
ygP-cZdTIgQ,Wagyu Tomahawk… Pastrami? #shorts,0,1,1,Yes
XgmLWmc2IsI,Steak and a Story: Why I Started Social Media #shorts,0,0,0,No
yOzjlNzka5w,Choose Your Meat Wisely #shorts,0,0,0,Yes
7XYGcMlNWOY,Salmon Cinnamon Roll... but FANCY #shorts,0,1,1,Yes
LMWuaQbIoDI,A Guide To Dry Aging: Rib Roast Experiment #shorts,0,0,0,Yes
_QbmYhrzie0,The BASKETBALL Ham #shorts,0,1,1,Yes
O1Sc8uw6UjM,Lamb Rack WELLINGTON for @gordonramsay #shorts,0,0,0,Yes
V7bTTaZn6Jg,Fitting a Chicken in a Sandwich #shorts,0,0,0,Yes
E9ShGXo5Bww,King Crab JERKY #shorts,0,0,0,Yes
fPSQZ91RzTY,Steak School Pt. 2: Skirt Steak 101 #shorts,0,0,0,Yes
oozpaRAAY9g,WAGYU X Candied Bacon Compound Butter #shorts,0,1,1,Yes
iGhX600vU68,Car Cooking: WHOLE Chicken Chick-fil-A #shorts,0,0,0,Yes
htGQcQzy1Jw,Reverse Sear vs Direct Heat #shorts,0,0,0,No
FWsWKFUVN_o,King Crab Cake CUPCAKES #shorts,0,0,0,Yes
z85irTkXMi8,Halloween STEAK CAKE Throwback #shorts,0,0,0,No
LW3nSNGAA8M,DOUBLE CRUST Ribeye #shorts,0,0,0,Yes
rFD2BiMxnYU,WAGYU Beef Jerky? #shorts,0,0,0,Yes
r2o9WKXQ8Fc,Gordon Ramsay Wasn’t Happy With my Wellington! #shorts,0,0,0,Yes
ycDG7tDhM7U,DINO Rib Confit x Duck Fat #shorts,0,1,0,Yes
N8coGPYDkBM,The SCORPION Beef Bomb #shorts,0,0,1,Yes
GIR7dZyKUfo,Grilled STEAK Tutorial: Thin Cuts #shorts,0,0,0,Yes
6RbdIE6w_J4,Game changer Cinnamon Toast CRUNCH #shorts,0,0,0,Yes
sdJLOQVh3Zk,Lobster and CAVIAR Bites #shorts,0,0,0,Yes
sZr189j3THg,Bacon BREAD BLT: ASMR #shorts,0,0,0,No
-Ou09DfmCgc,Doc Said Add FISH to My Diet #shorts,0,0,0,Yes
Yfpl9RLbgOg,Car Cooking: The Filet-O-Fish #shorts,0,0,0,Yes
h-Ry_yTEKAI,Fresh MANGO Habanero Wangz #shorts,0,0,0,Yes
G8RZKaoluAk,SQUIRREL TAIL Fish #shorts,0,0,0,Yes
B2i-PHENcJA,Oxtail DUMPLINGS #shorts,0,0,0,No
p4elMv3PJOk,Taki Chicken Cordon BLUE #shorts,0,0,0,Yes
rsxpryCkHE0,Car Cooking: Fixing the IMPOSSIBLE Burger #shorts,0,0,0,Yes
O55rt9_JAYA,Smoked Whiskey Glazed Pork Roast #shorts,1,1,1,Yes
be0Cal-gs58,Using Snow to Cook a Better Porterhouse #shorts,0,1,1,Yes
Pg3ToNePSRA,Perfect Korean BEEF Marinade #shorts,0,0,0,Yes
H8ejRXfIGPg,The IMMORTAL Hot Pocket pt. 2 #shorts,0,0,2,Yes
j90UUvwLPKw,The HAMDOG #shorts,0,0,0,Yes
D8-YO_NcPkQ,Sous Vide x Smoked x Smash BURGER #shorts,0,0,1,Yes
0_N0fdXYaAA,Fresh Chili Lime WANGZ #shorts,0,0,0,Yes
1QdWOB_OMj4,Leg of LAMB: ASMR #shorts,0,0,0,No
ASYaBkUUMwQ,HABANERO Compound Butter ASMR #shorts,0,0,0,No
fByMB8ukv7g,BOURBON Glazed Beer Can Turkey #shorts,0,0,0,No
N6qLoOAHTU0,Steak School: Ribeye 101 in 60 Seconds #shorts,0,0,0,Yes
9aV5f6w3G5A,Bacon Wrapped GOOSE #shorts,0,0,0,No
KbFrYwfC6Uo,Filet Mignon STEAK EXPERIMENT #shorts,0,0,0,Yes
VYRHp1kg5UU,Jalapeño Smoked SALMON Dip (the perfect dip) #shorts,0,0,0,No
-kA_6WG4meQ,The SUPER (Bacon & Queso) Bowl #shorts,0,0,0,No
NQFnpRx6Ajc,SALMON Bread #shorts,0,1,1,Yes
8u_L6--738k,Car Cooking: The Oreo McFlurry #shorts,0,0,0,Yes
V5uvSbW-Y0o,The PORCHETTA Glizzy Wellington (pt4) #shorts,0,0,0,Yes
lCK6zrwnBGw,Smoked LOBSTER and Garlic Butter #shorts,1,1,1,Yes
JvI42klX2so,Bacon STEAK #shorts,0,0,1,Yes
4cuGjdEQ11w,Is DRY BRINING Worth It? Steak Science #shorts,0,0,0,Yes
TduiEN47DIc,The IMMORTAL Hot Pocket pt1 #shorts,0,1,0,Yes
d1ClvpNZycs,JUMBO Surf & Turf TEMPURA #shorts,0,0,0,Yes
bde4_GrdjMM,Honey Mustard x Ghost Pepper WANGZ #shorts,0,0,0,Yes
9KgJDGLcWmw,CRUNCH WRAP Supreme #shorts,0,0,0,No
feL8t43tLZA,The WAGYU Big Mac (Car Cooking pt4) #shorts,0,0,0,Yes
hSD48Iop-Ms,Worlds Most EXPENSIVE Beef Jerky (A5 Wagyu Filet Mignon) #shorts,0,0,0,Yes
OxWnNyImzw4,BACON Bread: BLT & Salad Bowl #shorts,0,0,0,Yes
WhTiePz20IU,The GOLDEN Goldfish #shorts,0,0,0,Yes
BUP7MiEFrcU,Cooking BAMBI: ASMR #shorts,0,0,0,No
_x1rQpyQy4A,WAGYU Nachos #shorts,0,0,0,Yes
zNjnRDFKv8M,Salmon CANDY #shorts,0,0,0,Yes
cyrVgqAD6xc,Candied BACON x Ice Cream #shorts,0,0,0,Yes
uNCxAk6ozPE,Tofu RIBS #shorts,0,1,1,Yes
wJXmkEN2XrA,Golden GLIZZY Wellington! #shorts,0,0,0,Yes
7MwM4I91o1Q,LOBSTER Hacks #shorts,0,0,0,Yes
OfVHuqUGlyg,Hot dog OR Hamburger? #shorts,0,0,1,Yes
U-Lk0uoMN7I,BACON Studded Smoked SALMON #shorts,0,0,1,Yes
6kKfZQ8u4T8,Eating a 300 DAY Old Steak RAW #shorts,0,0,0,Yes
dOAyYRAPwr0,The GLIZZY Wellington Pt2 #shorts,0,0,0,Yes
MWjQZ1Tx-20,The GLIZZY Wellington #shorts,0,0,1,Yes
-K6E6U58zGE,LOBSTER x Grilled Cheese #shorts,0,0,0,Yes
4IdSz2V4RF8,PORKLESS Salmon x Cinnamon Roll #shorts,0,0,1,Yes
oFhNJgWM6Y0,BRINGING THE MEATS to Arby’s: Car Cooking pt3 #shorts,0,0,0,Yes
JWSZsYag6O4,Will it Wellington? CINNAMON ROLLS #shorts,0,0,0,Yes
w8j9C0BbtDg,Swedish Fish #shorts,0,1,1,Yes
YMrP85Olqa8,Surf & TURF Sushi #shorts,0,0,0,Yes
7VLkKClEug8,Hot Tub TUNA #shorts,0,0,0,Yes
Z82F8XA68rc,Car Cooking pt2 THE McRIB #shorts,0,0,0,Yes
w6fdVersAmg,Smoked Bacon S’MORE Bombs #shorts,0,0,1,Yes
PN_1jWeLf2c,Ribs in a CORN DOG!! #shorts,0,0,1,Yes
a42lVGMqACk,Garlic BOMBS! #shorts,0,0,0,Yes
GoofISdn2TQ,The PERFECT Bite: Bacon STUDDED Scallops & Caviar #shorts,0,0,0,Yes
XD_O33aU9wU,FrankenSTEAK: Gluing a Filet to a Ribeye #shorts,0,0,0,Yes
6bXYJ4Z1Sc0,A5 Wagyu x PURPLE Cauliflower #shorts,0,0,0,Yes
HZ-bqnA5ioQ,Grow a GLIZZY #shorts,1,1,1,Yes
hXFVFkNy01o,Bacon Stuffed BUNS Triple Smash Burger #shorts,0,0,0,Yes
DNaLdMOmSWw,SHREDDING a Wagyu Steak #shorts,0,0,0,No
IInYY3tkshE,PRIME RIB Laced w/ Bacon & Blue Cheese #shorts,1,1,1,Yes
ROxD5KeuPTU,Fresh EEL Sushi #shorts,0,0,0,Yes
-4MKnJY-2hc,VENISON Rib Roast #shorts,0,1,1,Yes
d7aB-aTdc4c,Black Hawk BEEF Bomb #shorts,0,1,1,Yes
ja_Uw62RulA,Root Beer Glazed RIBS x Root Beer Float #shorts,0,1,1,Yes
Lkx2dacy-PQ,LAMB Rack x Balsamic Blackberry Glaze #shorts,0,1,1,Yes
hBd1FRlHczg,Smoked SALMON x Cinnamon Roll #shorts,0,0,1,Yes
eqE0ag_XYsA,Will it Easy Bake: WAGYU A5 & Truffles #shorts,0,0,0,Yes
xdSGOWKt_6o,Holiday Tree. Meat Galore. #shorts,0,0,0,Yes
D1SeFPWNxss,Candied BACON: Chocolate x Sriracha #shorts,0,0,0,Yes
ecxEdDh1GJ0,Boneless Wings EXPOSED #shorts,0,0,0,Yes
wPm6qrUuvGI,Taco TWINKIE x Flaming Hot Mozzarella Stick #shorts,0,0,0,Yes
OQ435x0Kf1s,The TURKEY FOOTBALL #shorts,0,1,1,Yes
A9tZvbzU0zs,Will it EASY BAKE? pt2 Baby Back Ribs #shorts,0,0,0,Yes
ya64LQKTGBs,Will it EASY BAKE? pt1 Ribeye and Potatoes 🥩🥔  #shorts,0,0,0,Yes
MWLYWOtmJVY,The STEAK Cake 🥩 🎂 #shorts,0,1,1,Yes
5OLKyNq1aF0,3 Perfect STEAK Sauces 🥩,0,0,0,No
AqqH_AEcJ8Q,The Pork PRETZEL 🐽 + 🥨,0,1,1,Yes
IU_0YZ_Bshw,WELLINGTON Steak Cake! Happy Birthday Gordon Ramsay & Tilly Ramsay🥩🎂🥖,0,0,0,Yes
MZ5z_XEM0M8,Prime Rib Laced With BACON 🥩🥓,0,1,0,Yes
